ep,organ,a_score,optimal_Np,oracle_dice,fob_10_dice,dice_0,dice_1,dice_2,dice_4,dice_6,dice_8,dice_10,dice_12,dice_16,dice_20,dice_24
30,lk,0.747927059715702,2,0.03231292517006803,0.03188420997430384,0.027943744829488006,0.030814454411839238,0.03231292517006803,0.030925737538148524,0.030202175748845064,0.0321497501520239,0.03188420997430384,0.03188420997430384,0.03188420997430384,0.03188420997430384,0.03188420997430384
31,liver,0.7717594578823063,6,0.06126084262701363,0.06095869297163995,0.0565889254542853,0.060145230582062885,0.06044396897566194,0.060956344160598,0.06126084262701363,0.06126084262701363,0.06095869297163995,0.06095869297163995,0.06095869297163995,0.06009496676163343,0.06009496676163343
32,spleen,0.7648429889553794,0,0.15746753246753248,0.029917495566350528,0.15746753246753248,0.030104356596966288,0.030104356596966288,0.03334765792866352,0.03256946193234282,0.03256946193234282,0.029917495566350528,0.029917495566350528,0.029917495566350528,0.029917495566350528,0.029917495566350528
33,rk,0.8147857347905811,4,0.039463886820551006,0.036647766560641684,0.037865256840751586,0.03846712149804035,0.03870308164159486,0.039463886820551006,0.039128829826504244,0.03950801341781588,0.036647766560641684,0.036647766560641684,0.036647766560641684,0.036647766560641684,0.036647766560641684
34,lk,0.7687983559656859,8,0.043468243606481834,0.04177121771217712,0.041800524352867324,0.04196944979979238,0.042157008788917025,0.04266063689466742,0.04291780406430088,0.043468243606481834,0.04177121771217712,0.04177121771217712,0.04177121771217712,0.04177121771217712,0.04177121771217712
35,liver,0.7453522615896315,20,0.4900919183478572,0.4894054537326777,0.48402687728397975,0.48402687728397975,0.48593153643598924,0.48838799845371555,0.48888227414793867,0.4889696031438864,0.4894054537326777,0.4894054537326777,0.4894054537326777,0.4900919183478572,0.4900919183478572
36,spleen,0.8109138589188414,24,0.13597635193879326,0.11974580813107726,0.07297499066815977,0.07276449241648832,0.07358268642672312,0.08908635224424698,0.08041131105398458,0.08886868572077959,0.11974580813107726,0.11974580813107726,0.11974580813107726,0.11974580813107726,0.13597635193879326
37,rk,0.7961330943066083,8,0.06208571241057951,0.05676227049081963,0.05322081575246132,0.05360836426486839,0.05360836426486839,0.05657725546484854,0.05840046917924499,0.06208571241057951,0.05676227049081963,0.05676227049081963,0.05676227049081963,0.05676227049081963,0.05597136348844777
38,lk,0.6969600564733665,6,0.02487251192630367,0.024492176110409176,0.02451679854715268,0.02459016393442623,0.024584566355565673,0.0245941637659,0.02487251192630367,0.024907749077490774,0.024492176110409176,0.024492176110409176,0.024492176110409176,0.024492176110409176,0.024492176110409176
39,liver,0.7296696174602376,10,0.31793553127008906,0.31793553127008906,0.3100576171000388,0.3099373321396598,0.3099373321396598,0.3114803262955854,0.31357748860239726,0.31505187162531095,0.31793553127008906,0.31793553127008906,0.31793553127008906,0.3150327590390682,0.3150327590390682
40,spleen,0.6995623694029249,10,0.13183577317852938,0.13183577317852938,0.09752606192624864,0.0994131641554322,0.10399522166179984,0.11876610580566925,0.1129084555247325,0.11946784584302214,0.13183577317852938,0.13183577317852938,0.12666720556139358,0.1221975279759816,0.1221975279759816
41,rk,0.7708061010906189,8,0.07281934864227713,0.034239264307414405,0.010645375914836993,0.033564069542820346,0.05917411664538101,0.05917411664538101,0.06616947000952078,0.07281934864227713,0.034239264307414405,0.034239264307414405,0.034239264307414405,0.034239264307414405,0.03411182461450366
42,lk,0.7656877025826159,2,0.05975578072226553,0.04533583008919332,0.05759719526701308,0.05922873881413764,0.05975578072226553,0.057381650346161044,0.05331787887568821,0.05541501023973015,0.04533583008919332,0.04533583008919332,0.04533583008919332,0.04533583008919332,0.04533583008919332
43,liver,0.6999189325200594,8,0.5807365439093485,0.3801847426798388,0.5733340504490937,0.5612298620617037,0.5720418567212235,0.5741678336744587,0.5802939575394666,0.5807365439093485,0.3801847426798388,0.3801847426798388,0.3801847426798388,0.3801847426798388,0.3801847426798388
44,spleen,0.7761394460026485,2,0.03653140005649186,0.035816486661128036,0.02737020316027088,0.034156432941590736,0.03653140005649186,0.03258313738663084,0.03341227125941873,0.03391608391608392,0.035816486661128036,0.035816486661128036,0.035816486661128036,0.035816486661128036,0.035816486661128036
45,rk,0.7527464737152254,8,0.06742294520547945,0.05235384551460506,0.0,0.0,0.0,0.0010551305724083356,0.06642766765078026,0.06742294520547945,0.05235384551460506,0.05235384551460506,0.05235384551460506,0.05235384551460506,0.05215015934770912
46,lk,0.6818706665038028,8,0.08583832499862615,0.055145631067961165,0.055411685409202174,0.055877513057165346,0.056984422312210424,0.060544982363657504,0.06362007168458782,0.08583832499862615,0.055145631067961165,0.055145631067961165,0.055145631067961165,0.055145631067961165,0.055145631067961165
47,liver,0.8195435602939652,10,0.6161920140927775,0.6161920140927775,0.44144167827755726,0.4427802974369792,0.4427802974369792,0.5080632961181205,0.5728420334356875,0.5870340583257571,0.6161920140927775,0.6161920140927775,0.6161920140927775,0.6161920140927775,0.5372064751423635
48,spleen,0.7207976850369897,10,0.07505763024435223,0.07505763024435223,0.06148965100468349,0.06634066829665852,0.06634066829665852,0.07237807317832215,0.07224638324309932,0.07366182525677571,0.07505763024435223,0.07505763024435223,0.07505763024435223,0.07505763024435223,0.07505763024435223
