ep,organ,a_score,optimal_Np,oracle_dice,fob_10_dice,dice_0,dice_1,dice_2,dice_4,dice_6,dice_8,dice_10,dice_12,dice_16,dice_20,dice_24
78,aorta,0.7782059927560292,2,0.5567928730512249,0.008533923976417706,0.5550660792951542,0.54627539503386,0.5567928730512249,0.5543237250554324,0.03731662156387979,0.01127754820936639,0.008533923976417706,0.008533923976417706,0.008533923976417706,0.008533923976417706,0.008533923976417706
79,ivc,0.8129183110801417,8,0.016048658947676975,0.015542386714453,0.00949758223648546,0.015506071441214997,0.015506071441214997,0.015680378047470734,0.015776961314026366,0.016048658947676975,0.015542386714453,0.015542386714453,0.015542386714453,0.0158134161311286,0.0158134161311286
80,gallbladder,0.812708304238192,6,0.01925795914387402,0.019103351550031435,0.01848255854759844,0.0189680424499988,0.01904440480208283,0.019131108635637138,0.01925795914387402,0.019243417046257278,0.019103351550031435,0.019103351550031435,0.019103351550031435,0.019103351550031435,0.019103351550031435
81,stomach,0.26630793139338493,6,0.07638719139574676,0.07613826709304096,0.07593937000698642,0.07595782821377571,0.07601325671197057,0.076226484129646,0.07638719139574676,0.07638719139574676,0.07613826709304096,0.07613826709304096,0.07613826709304096,0.07613826709304096,0.07613826709304096
82,aorta,0.7800633839105382,24,0.18856259659969088,0.11124076234928043,0.014065902681089572,0.01516441005802708,0.01795973543185439,0.020545518951470068,0.04378157324993986,0.04612718304226103,0.11124076234928043,0.11124076234928043,0.11124076234928043,0.11124076234928043,0.18856259659969088
83,ivc,0.7905553778793606,2,0.01492857909998926,0.014045369575102308,0.006906660704081886,0.014627729544856617,0.01492857909998926,0.012753463620515644,0.013806804072510554,0.014045369575102308,0.014045369575102308,0.014045369575102308,0.014045369575102308,0.014045369575102308,0.013706059261450475
84,gallbladder,0.8064650812818834,4,0.014948392454620952,0.014038475822624972,0.014205719869217183,0.014208923805585836,0.014785840015646392,0.014948392454620952,0.014503875374107897,0.014451198531941736,0.014038475822624972,0.014038475822624972,0.014038475822624972,0.014038475822624972,0.014038475822624972
85,stomach,0.5899308276445756,8,0.5674740484429066,0.4124819177516016,0.3199743507534466,0.3199743507534466,0.3199743507534466,0.3205863607393244,0.3216826476956387,0.5674740484429066,0.4124819177516016,0.4124819177516016,0.4124819177516016,0.4124819177516016,0.4124819177516016
86,aorta,0.4626284845173359,6,0.046586865092203174,0.043996333638863426,0.008318410259372654,0.04374905058483974,0.04374905058483974,0.04569977784830213,0.046586865092203174,0.04639684106614018,0.043996333638863426,0.043996333638863426,0.043996333638863426,0.043996333638863426,0.043996333638863426
87,ivc,0.7834127159224404,10,0.019740352125200072,0.019740352125200072,0.015434351861507978,0.015444552664533186,0.015444552664533186,0.017053965815248703,0.016560367013539218,0.01932367149758454,0.019740352125200072,0.019740352125200072,0.019740352125200072,0.019248276759006373,0.019248276759006373
88,gallbladder,0.76665342258834,12,0.056727206185095386,0.05631500068122985,0.027243413981442893,0.027394843064163926,0.03219534956061902,0.0370304114490161,0.05075518808071712,0.05075518808071712,0.05631500068122985,0.056727206185095386,0.056727206185095386,0.056727206185095386,0.056727206185095386
89,stomach,0.7247842012324568,0,0.03627884648355793,0.03419853250153538,0.03627884648355793,0.0,0.03418637714876567,0.0,0.036358739563695126,0.03422176219433303,0.03419853250153538,0.03419853250153538,0.03419853250153538,0.03419853250153538,0.03419853250153538
90,aorta,0.813370518610014,10,0.011377332112037796,0.011377332112037796,0.008536064874093044,0.008126227398930047,0.008296173390023852,0.008803462695326829,0.010000833402783566,0.01083570364350535,0.011377332112037796,0.011377332112037796,0.011377332112037796,0.011377332112037796,0.011377332112037796
91,ivc,0.8467346347709768,8,0.015008423094593906,0.01435546875,0.009873060648801129,0.009935789117945251,0.009935789117945251,0.00584469802393543,0.009905994137268776,0.015008423094593906,0.01435546875,0.01435546875,0.01435546875,0.01435546875,0.01435546875
92,gallbladder,0.7851722242604493,20,0.044549361418800316,0.03236729847398742,0.02540559199171557,0.027545941090609677,0.029435290353543433,0.03218049057758734,0.0347678208701403,0.03575592693354061,0.03236729847398742,0.03236729847398742,0.03236729847398742,0.044549361418800316,0.044549361418800316
93,stomach,0.49840950295329095,2,0.06381733021077284,0.034261241970021415,0.034302642862711466,0.034451708883059935,0.06381733021077284,0.03666055657390435,0.03489709323075703,0.03538399678327302,0.034261241970021415,0.034261241970021415,0.034261241970021415,0.034261241970021415,0.034261241970021415
94,aorta,0.7020160786796699,0,0.008969452205968677,0.0,0.008969452205968677,0.009026465028355388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,ivc,0.7731639222141671,10,0.03309617075705492,0.03309617075705492,0.014576951515791697,0.01884302034500023,0.01884302034500023,0.020725907384230288,0.027587126007863,0.03123585332729742,0.03309617075705492,0.03309617075705492,0.03309617075705492,0.03309617075705492,0.03292246520874752
96,gallbladder,0.6549635420402671,8,0.011144990011565556,0.010827374872318692,0.010150825951639932,0.010204818407181881,0.010218591087653339,0.010564082120789317,0.010528145407593177,0.011144990011565556,0.010827374872318692,0.010827374872318692,0.010827374872318692,0.010827374872318692,0.010827374872318692
97,stomach,0.7302711478924966,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,aorta,0.7579918912780255,4,0.012698964947377578,0.010857036623907789,0.0,0.0,0.0,0.012698964947377578,0.010768152819264668,0.010905288317896623,0.010857036623907789,0.010857036623907789,0.010857036623907789,0.010857036623907789,0.010857036623907789
99,ivc,0.7989024535931792,8,0.00814676813287442,0.007891597589698101,0.0064703817023624415,0.00647866810637069,0.00745901876319061,0.0075750902845062975,0.007474144673947681,0.00814676813287442,0.007891597589698101,0.007891597589698101,0.007891597589698101,0.007891597589698101,0.007891597589698101
